Date_Text,Open,High,Low,Adj_Close,Volume,Month,Day,Year,Quarter,Close,GDP,DXY, All_Emp_Total_Nonfarm,Fredgraph,FEDFUNDS
8/12/1996,$66.25 ,$66.88 ,$66.00 ,41.71,3210900.00,8,12,1996,1996Q3,66.84,8131.4,86.36,120015,2.88,5.4
8/19/1996,$66.86 ,$67.34 ,$66.38 ,41.72,2690400.00,8,19,1996,1996Q3,66.86,8131.4,86.66,120015,2.88,5.4
8/26/1996,$66.70 ,$67.00 ,$65.13 ,40.77,3582800.00,8,26,1996,1996Q3,65.33,8131.4,86.2,120015,2.88,5.4
9/2/1996,$64.47 ,$66.75 ,$64.38 ,41.15,4133700.00,9,2,1996,1996Q3,65.94,8131.4,86.48,120015,2.88,5.4
9/9/1996,$66.19 ,$68.63 ,$66.08 ,42.78,4824700.00,9,9,1996,1996Q3,68.56,8131.4,87,120015,2.88,5.4
9/16/1996,$68.66 ,$69.16 ,$68.22 ,42.83,3408800.00,9,16,1996,1996Q3,68.64,8131.4,87.51,120015,2.88,5.4
9/23/1996,$68.47 ,$69.25 ,$68.16 ,43.08,4270700.00,9,23,1996,1996Q3,68.69,8131.4,87.43,120015,2.88,5.4
9/30/1996,$68.78 ,$70.34 ,$68.44 ,44.12,2844900.00,9,30,1996,1996Q3,70.34,8131.4,87.94,120015,2.88,5.4
10/7/1996,$70.31 ,$70.69 ,$69.38 ,44.1,3043600.00,10,7,1996,1996Q4,70.31,8259.8,87.97,120015,2.88,5.4
10/14/1996,$70.31 ,$71.31 ,$69.94 ,44.67,3056900.00,10,14,1996,1996Q4,71.22,8259.8,87.87,120015,2.88,5.4
10/21/1996,$71.28 ,$71.63 ,$70.13 ,44.1,3411600.00,10,21,1996,1996Q4,70.31,8259.8,88.13,120015,2.88,5.4
10/28/1996,$70.38 ,$71.16 ,$69.70 ,44.28,3834300.00,10,28,1996,1996Q4,70.59,8259.8,87.62,120015,2.88,5.4
11/4/1996,$70.69 ,$73.44 ,$70.53 ,46.05,6839400.00,11,4,1996,1996Q4,73.42,8259.8,87.07,120015,2.88,5.4
11/11/1996,$73.25 ,$74.50 ,$73.02 ,46.43,4667400.00,11,11,1996,1996Q4,74.03,8259.8,86.29,120015,2.88,5.4
11/18/1996,$74.17 ,$75.25 ,$73.73 ,47.15,4895600.00,11,18,1996,1996Q4,75.17,8259.8,86.46,120015,2.88,5.4
11/25/1996,$75.25 ,$76.69 ,$75.08 ,47.68,6866000.00,11,25,1996,1996Q4,76.02,8259.8,87.26,120015,2.88,5.4
12/2/1996,$75.92 ,$76.58 ,$72.66 ,46.61,10593000.00,12,2,1996,1996Q4,74.31,8259.8,88.6,120015,2.88,5.4
12/9/1996,$74.69 ,$75.67 ,$72.41 ,45.98,9262600.00,12,9,1996,1996Q4,73.31,8259.8,88.78,120015,2.88,5.4
12/16/1996,$73.50 ,$75.72 ,$71.88 ,46.94,9333600.00,12,16,1996,1996Q4,74.84,8259.8,88.47,120015,2.88,5.4
12/23/1996,$75.09 ,$76.03 ,$74.33 ,47.82,3691400.00,12,23,1996,1996Q4,75.88,8259.8,88.7,120015,2.88,5.4
12/30/1996,$76.13 ,$76.13 ,$72.75 ,47.33,6227300.00,12,30,1996,1996Q4,75.09,8259.8,88.86,120015,2.88,5.4
1/6/1997,$75.09 ,$76.25 ,$74.13 ,47.98,7900500.00,1,6,1997,1997Q1,76.13,8362.7,89.11,120015,2.88,5.4
1/13/1997,$76.50 ,$77.75 ,$75.64 ,48.89,7972100.00,1,13,1997,1997Q1,77.56,8362.7,89.95,120015,2.88,5.4
1/20/1997,$77.75 ,$79.69 ,$76.75 ,48.38,10654400.00,1,20,1997,1997Q1,76.75,8362.7,91.55,120015,2.88,5.4
1/27/1997,$76.88 ,$79.41 ,$76.00 ,49.42,12941600.00,1,27,1997,1997Q1,78.41,8362.7,92.77,120015,2.88,5.4
2/3/1997,$78.72 ,$79.47 ,$77.13 ,49.93,8468600.00,2,3,1997,1997Q1,79.22,8362.7,93.09,120015,2.88,5.4
2/10/1997,$79.25 ,$81.56 ,$78.13 ,51.17,8227400.00,2,10,1997,1997Q1,81.19,8362.7,93.52,120015,2.88,5.4
2/17/1997,$81.34 ,$82.00 ,$80.14 ,50.66,4519500.00,2,17,1997,1997Q1,80.38,8362.7,95.24,120015,2.88,5.4
2/24/1997,$79.97 ,$81.53 ,$79.06 ,49.89,8813300.00,2,24,1997,1997Q1,79.16,8362.7,94.29,120015,2.88,5.4
3/3/1997,$78.75 ,$81.16 ,$78.69 ,50.96,7331700.00,3,3,1997,1997Q1,80.84,8362.7,95.39,120015,2.88,5.4
3/10/1997,$80.94 ,$81.80 ,$79.06 ,50.23,6911900.00,3,10,1997,1997Q1,79.69,8362.7,95.58,120015,2.88,5.4
3/17/1997,$79.25 ,$80.11 ,$77.88 ,49.44,10494800.00,3,17,1997,1997Q1,78.44,8362.7,95.68,120015,2.88,5.4
3/24/1997,$78.50 ,$79.97 ,$76.16 ,48.72,8505200.00,3,24,1997,1997Q1,77,8362.7,95.25,120015,2.88,5.4
3/31/1997,$76.91 ,$77.13 ,$74.16 ,47.99,16145200.00,3,31,1997,1997Q1,75.84,8362.7,94.72,120015,2.88,5.4
4/7/1997,$76.19 ,$77.05 ,$73.38 ,46.43,13090200.00,4,7,1997,1997Q2,73.38,8518.8,96.15,120015,2.88,5.4
4/14/1997,$73.73 ,$77.00 ,$73.31 ,48.44,12110300.00,4,14,1997,1997Q2,76.56,8518.8,96.94,120015,2.88,5.4
4/21/1997,$76.75 ,$78.28 ,$75.47 ,48.42,12368200.00,4,21,1997,1997Q2,76.53,8518.8,95.8,120015,2.88,5.4
4/28/1997,$76.50 ,$81.67 ,$76.38 ,51.53,11833900.00,4,28,1997,1997Q2,81.44,8518.8,97.31,120015,2.88,5.4
5/5/1997,$81.66 ,$83.56 ,$81.19 ,52.28,13166400.00,5,5,1997,1997Q2,82.63,8518.8,97.16,120015,2.88,5.4
5/12/1997,$82.94 ,$84.59 ,$82.88 ,52.65,9143300.00,5,12,1997,1997Q2,83.22,8518.8,95.46,120015,2.88,5.4
5/19/1997,$83.31 ,$85.22 ,$82.75 ,53.64,5892200.00,5,19,1997,1997Q2,84.78,8518.8,94.68,120015,2.88,5.4
5/26/1997,$84.38 ,$85.56 ,$83.13 ,53.88,5673700.00,5,26,1997,1997Q2,85.16,8518.8,94.24,120015,2.88,5.4
6/2/1997,$85.34 ,$86.44 ,$84.08 ,54.65,6796200.00,6,2,1997,1997Q2,86.38,8518.8,95.73,120015,2.88,5.4
6/9/1997,$86.44 ,$90.00 ,$86.34 ,56.77,11120900.00,6,9,1997,1997Q2,89.72,8518.8,94.7,120015,2.88,5.4
6/16/1997,$89.75 ,$90.50 ,$88.94 ,56.68,8247200.00,6,16,1997,1997Q2,89.58,8518.8,95.43,120015,2.88,5.4
6/23/1997,$89.41 ,$90.25 ,$87.34 ,56.47,18783300.00,6,23,1997,1997Q2,88.91,8518.8,94.89,120015,2.88,5.4
6/30/1997,$88.91 ,$92.16 ,$87.88 ,58.48,8634800.00,6,30,1997,1997Q2,92.06,8518.8,95.67,120015,2.88,5.4
7/7/1997,$92.38 ,$92.50 ,$90.03 ,58.3,14276500.00,7,7,1997,1997Q3,91.78,8662.8,95.49,120015,2.88,5.4
7/14/1997,$91.89 ,$94.09 ,$91.06 ,57.99,14547500.00,7,14,1997,1997Q3,91.3,8662.8,97.15,120015,2.88,5.4
7/21/1997,$91.28 ,$94.81 ,$90.69 ,59.73,17775500.00,7,21,1997,1997Q3,94.03,8662.8,97.45,120015,2.88,5.4
7/28/1997,$94.25 ,$96.03 ,$93.42 ,60.3,19588000.00,7,28,1997,1997Q3,94.94,8662.8,99.66,120015,2.88,5.4
8/4/1997,$94.78 ,$96.63 ,$92.41 ,59.31,17039400.00,8,4,1997,1997Q3,93.38,8662.8,100.61,120015,2.88,5.4
8/11/1997,$93.75 ,$94.55 ,$89.63 ,57.03,27840500.00,8,11,1997,1997Q3,89.78,8662.8,100.41,120015,2.88,5.4
8/18/1997,$90.38 ,$94.31 ,$89.34 ,58.79,26486700.00,8,18,1997,1997Q3,92.56,8662.8,99.39,120015,2.88,5.4
8/25/1997,$92.78 ,$93.41 ,$89.72 ,57.4,20602500.00,8,25,1997,1997Q3,90.38,8662.8,99.26,120015,2.88,5.4
9/1/1997,$90.69 ,$94.44 ,$90.59 ,59.16,16243500.00,9,1,1997,1997Q3,93.14,8662.8,99,123577,2.22,5.54
9/8/1997,$93.72 ,$94.28 ,$90.25 ,58.85,20076300.00,9,8,1997,1997Q3,92.66,8662.8,99.07,123577,2.22,5.54
9/15/1997,$92.66 ,$96.38 ,$92.19 ,60.36,17871300.00,9,15,1997,1997Q3,95.03,8662.8,97.28,123577,2.22,5.54
9/22/1997,$95.50 ,$96.20 ,$93.63 ,60.22,18248500.00,9,22,1997,1997Q3,94.47,8662.8,98.43,123577,2.22,5.54
9/29/1997,$94.50 ,$97.75 ,$94.16 ,61.61,18847500.00,9,29,1997,1997Q3,96.64,8662.8,97.26,123577,2.22,5.54
10/6/1997,$97.31 ,$98.50 ,$96.22 ,61.76,15010000.00,10,6,1997,1997Q4,96.88,8765.9,97.12,123577,2.22,5.54
10/13/1997,$97.34 ,$97.55 ,$93.00 ,60.11,24237100.00,10,13,1997,1997Q4,94.28,8765.9,96.77,123577,2.22,5.54
10/20/1997,$94.84 ,$97.50 ,$93.67 ,59.93,28179800.00,10,20,1997,1997Q4,94,8765.9,97.49,123577,2.22,5.54
10/27/1997,$93.02 ,$93.94 ,$84.38 ,58.69,57368700.00,10,27,1997,1997Q4,92.06,8765.9,97.01,123577,2.22,5.54
11/3/1997,$93.19 ,$95.28 ,$91.44 ,59.25,28065700.00,11,3,1997,1997Q4,92.94,8765.9,96.07,123577,2.22,5.54
11/10/1997,$93.63 ,$93.84 ,$90.09 ,59.33,28753100.00,11,10,1997,1997Q4,93.06,8765.9,95.2,123577,2.22,5.54
11/17/1997,$94.38 ,$96.81 ,$92.75 ,61.68,23230600.00,11,17,1997,1997Q4,96.75,8765.9,96.19,123577,2.22,5.54
11/24/1997,$96.00 ,$96.34 ,$94.63 ,60.96,13108000.00,11,24,1997,1997Q4,95.63,8765.9,96.68,123577,2.22,5.54
12/1/1997,$96.22 ,$99.00 ,$96.03 ,63.07,16459600.00,12,1,1997,1997Q4,98.94,8765.9,98.4,124551,1.7,5.5
12/8/1997,$98.97 ,$99.00 ,$94.91 ,61.04,17101800.00,12,8,1997,1997Q4,95.75,8765.9,99.24,124551,1.7,5.5
12/15/1997,$96.25 ,$97.88 ,$92.38 ,60.42,23011100.00,12,15,1997,1997Q4,94.78,8765.9,98.76,124551,1.7,5.5
12/22/1997,$95.44 ,$95.91 ,$93.25 ,60.02,12534300.00,12,22,1997,1997Q4,93.78,8765.9,98.83,124551,1.7,5.5
12/29/1997,$94.59 ,$97.66 ,$94.44 ,62.44,12416400.00,12,29,1997,1997Q4,97.56,8765.9,99.1,124551,1.7,5.5
1/5/1998,$97.84 ,$98.44 ,$91.91 ,59.08,25860700.00,1,5,1998,1998Q1,92.31,8866.5,101.06,124551,1.7,5.5
1/12/1998,$91.13 ,$96.69 ,$90.91 ,61.64,28343400.00,1,12,1998,1998Q1,96.31,8866.5,100.93,124551,1.7,5.5
1/19/1998,$96.69 ,$98.02 ,$95.00 ,61.4,20684800.00,1,19,1998,1998Q1,95.94,8866.5,100.92,124551,1.7,5.5
1/26/1998,$96.38 ,$99.56 ,$95.41 ,62.92,27332500.00,1,26,1998,1998Q1,98.31,8866.5,99.16,124551,1.7,5.5
2/2/1998,$99.91 ,$101.63 ,$99.72 ,65.04,22667300.00,2,2,1998,1998Q1,101.63,8866.5,100.27,124551,1.7,5.5
2/9/1998,$101.72 ,$102.94 ,$100.72 ,65.28,17181800.00,2,9,1998,1998Q1,102,8866.5,99.93,124551,1.7,5.5
2/16/1998,$102.81 ,$103.72 ,$102.16 ,66.34,13157700.00,2,16,1998,1998Q1,103.66,8866.5,100.16,124551,1.7,5.5
2/23/1998,$104.25 ,$105.53 ,$102.94 ,67.28,16726900.00,2,23,1998,1998Q1,105.13,8866.5,99.32,124551,1.7,5.5
3/2/1998,$105.25 ,$105.94 ,$103.16 ,67.8,26169900.00,3,2,1998,1998Q1,105.94,8866.5,99.58,124551,1.7,5.5
3/9/1998,$105.53 ,$108.00 ,$105.25 ,68.55,18355000.00,3,9,1998,1998Q1,107.09,8866.5,100.43,124551,1.7,5.5
3/16/1998,$107.84 ,$110.19 ,$107.53 ,70.33,15427700.00,3,16,1998,1998Q1,109.88,8866.5,100.04,124551,1.7,5.5
3/23/1998,$109.72 ,$111.53 ,$109.00 ,70.37,18329100.00,3,23,1998,1998Q1,109.63,8866.5,100.35,124551,1.7,5.5
3/30/1998,$109.63 ,$112.81 ,$108.97 ,72.27,19672700.00,3,30,1998,1998Q1,112.59,8866.5,101.34,124551,1.7,5.5
4/6/1998,$113.25 ,$113.38 ,$109.75 ,71.37,19470200.00,4,6,1998,1998Q2,111.19,8969.7,101.5,124551,1.7,5.5
4/13/1998,$111.38 ,$112.44 ,$110.00 ,72.07,24363200.00,4,13,1998,1998Q2,112.28,8969.7,100.44,124551,1.7,5.5
4/20/1998,$112.00 ,$113.44 ,$110.34 ,71.13,26749300.00,4,20,1998,1998Q2,110.81,8969.7,99.74,124551,1.7,5.5
4/27/1998,$109.38 ,$112.59 ,$107.63 ,72.27,41418000.00,4,27,1998,1998Q2,112.59,8969.7,99.34,124551,1.7,5.5
5/4/1998,$112.72 ,$113.31 ,$109.34 ,71.33,30101100.00,5,4,1998,1998Q2,111.13,8969.7,99.24,124551,1.7,5.5
5/11/1998,$111.56 ,$112.69 ,$110.34 ,71.27,27726600.00,5,11,1998,1998Q2,111.03,8969.7,99.31,124551,1.7,5.5
5/18/1998,$110.72 ,$112.78 ,$109.83 ,71.41,27646200.00,5,18,1998,1998Q2,111.25,8969.7,100.17,124551,1.7,5.5
5/25/1998,$112.09 ,$112.09 ,$107.58 ,69.99,26782100.00,5,25,1998,1998Q2,109.03,8969.7,99.08,124551,1.7,5.5
6/1/1998,$108.97 ,$112.00 ,$107.88 ,71.89,34267900.00,6,1,1998,1998Q2,112,8969.7,100.19,126078,1.62,5.56
6/8/1998,$111.94 ,$113.06 ,$108.25 ,70.89,30907700.00,6,8,1998,1998Q2,110.44,8969.7,100.4,126078,1.62,5.56
6/15/1998,$108.81 ,$111.78 ,$107.50 ,70.65,37157100.00,6,15,1998,1998Q2,110.06,8969.7,102.24,126078,1.62,5.56
6/22/1998,$110.25 ,$114.44 ,$110.06 ,73.21,29422700.00,6,22,1998,1998Q2,113.69,8969.7,100.51,126078,1.62,5.56
6/29/1998,$114.25 ,$114.94 ,$113.06 ,73.95,17231600.00,6,29,1998,1998Q2,114.84,8969.7,101.64,126078,1.62,5.56
7/6/1998,$114.78 ,$116.94 ,$114.56 ,75,29732300.00,7,6,1998,1998Q3,116.47,9121.1,101.75,126078,1.62,5.56
7/13/1998,$116.56 ,$119.00 ,$116.06 ,76.35,28371300.00,7,13,1998,1998Q3,118.56,9121.1,101.51,126078,1.62,5.56
7/20/1998,$118.75 ,$119.23 ,$112.88 ,73.47,44925700.00,7,20,1998,1998Q3,114.09,9121.1,100.47,126078,1.62,5.56
7/27/1998,$113.63 ,$115.00 ,$111.31 ,71.98,45257500.00,7,27,1998,1998Q3,111.78,9121.1,101.02,126078,1.62,5.56
8/3/1998,$111.78 ,$112.42 ,$105.59 ,70.27,72464700.00,8,3,1998,1998Q3,109.13,9121.1,101.65,126078,1.62,5.56
8/10/1998,$108.75 ,$109.66 ,$105.50 ,68.34,49420900.00,8,10,1998,1998Q3,106.13,9121.1,101.38,126078,1.62,5.56
8/17/1998,$106.00 ,$111.09 ,$105.50 ,69.91,49240700.00,8,17,1998,1998Q3,108.56,9121.1,102.17,126078,1.62,5.56
8/24/1998,$109.25 ,$111.25 ,$102.16 ,66.57,74853400.00,8,24,1998,1998Q3,103.38,9121.1,102.03,126078,1.62,5.56
8/31/1998,$103.75 ,$104.02 ,$93.63 ,62.94,96249900.00,8,31,1998,1998Q3,97.75,9121.1,100.2,126078,1.62,5.56
9/7/1998,$100.88 ,$103.13 ,$96.81 ,65.48,67125300.00,9,7,1998,1998Q3,101.69,9121.1,98.2,126078,1.62,5.56
9/14/1998,$102.88 ,$105.25 ,$101.09 ,65.74,50014000.00,9,14,1998,1998Q3,102.09,9121.1,96.8,126078,1.62,5.56
9/21/1998,$99.63 ,$107.00 ,$98.94 ,67.37,51170100.00,9,21,1998,1998Q3,104.25,9121.1,96.77,126078,1.62,5.56
9/28/1998,$105.31 ,$106.31 ,$97.22 ,65.08,55061700.00,9,28,1998,1998Q3,100.72,9121.1,96.12,126078,1.62,5.56
10/5/1998,$99.59 ,$101.28 ,$92.22 ,63.67,73110200.00,10,5,1998,1998Q4,98.53,9294,94.98,126078,1.62,5.56
10/12/1998,$100.63 ,$107.25 ,$98.75 ,68.5,61057200.00,10,12,1998,1998Q4,106,9294,93.79,126078,1.62,5.56
10/19/1998,$105.69 ,$108.80 ,$105.50 ,69.04,46220600.00,10,19,1998,1998Q4,106.84,9294,92.57,126078,1.62,5.56
10/26/1998,$107.72 ,$110.91 ,$106.03 ,71.08,41077300.00,10,26,1998,1998Q4,110,9294,94.39,126078,1.62,5.56
11/2/1998,$110.81 ,$114.56 ,$110.19 ,73.75,33667300.00,11,2,1998,1998Q4,114.13,9294,93.56,126078,1.62,5.56
11/9/1998,$113.94 ,$114.25 ,$111.69 ,73.16,42108300.00,11,9,1998,1998Q4,113.22,9294,95.61,126078,1.62,5.56
11/16/1998,$114.22 ,$116.75 ,$112.89 ,75.36,30461600.00,11,16,1998,1998Q4,116.63,9294,94.81,126078,1.62,5.56
11/23/1998,$117.47 ,$119.72 ,$117.16 ,77.22,21426400.00,11,23,1998,1998Q4,119.5,9294,96.32,126078,1.62,5.56
11/30/1998,$119.02 ,$119.38 ,$115.09 ,76.49,47636300.00,11,30,1998,1998Q4,118.38,9294,96.2,126078,1.62,5.56
12/7/1998,$118.06 ,$119.75 ,$115.56 ,75.69,33885300.00,12,7,1998,1998Q4,117.13,9294,95.24,126078,1.62,5.56
12/14/1998,$116.16 ,$119.13 ,$113.75 ,76.58,38130000.00,12,14,1998,1998Q4,118.5,9294,93.39,126078,1.62,5.56
12/21/1998,$119.25 ,$123.25 ,$119.00 ,79.54,23339900.00,12,21,1998,1998Q4,122.69,9294,94.44,126078,1.62,5.56
12/28/1998,$123.25 ,$124.75 ,$122.00 ,79.95,21740600.00,12,28,1998,1998Q4,123.31,9294,94.66,126078,1.62,5.56
1/4/1999,$123.38 ,$128.50 ,$121.72 ,82.83,36948400.00,1,4,1999,1999Q1,127.75,9411.7,93.44,126078,1.62,5.56
1/11/1999,$127.69 ,$127.69 ,$120.38 ,80.64,45376100.00,1,11,1999,1999Q1,124.38,9411.7,94.66,126078,1.62,5.56
1/18/1999,$125.30 ,$127.94 ,$121.78 ,79.46,27529300.00,1,18,1999,1999Q1,122.56,9411.7,94.72,126078,1.62,5.56
1/25/1999,$123.28 ,$128.30 ,$121.91 ,82.77,31565200.00,1,25,1999,1999Q1,127.66,9411.7,94.73,126078,1.62,5.56
2/1/1999,$128.69 ,$128.69 ,$123.22 ,80.44,44189200.00,2,1,1999,1999Q1,124.06,9411.7,96.23,128118,1.67,4.76
2/8/1999,$125.09 ,$126.09 ,$121.33 ,80.15,44309200.00,2,8,1999,1999Q1,123.63,9411.7,96.01,128118,1.67,4.76
2/15/1999,$124.75 ,$125.75 ,$122.22 ,80.56,29134700.00,2,15,1999,1999Q1,124.25,9411.7,96.7,128118,1.67,4.76
2/22/1999,$124.44 ,$128.84 ,$122.69 ,80.11,46991800.00,2,22,1999,1999Q1,123.56,9411.7,98.52,128118,1.67,4.76
3/1/1999,$123.66 ,$128.13 ,$121.78 ,82.69,44099600.00,3,1,1999,1999Q1,127.55,9411.7,99.56,128234,1.73,4.81
3/8/1999,$128.28 ,$131.19 ,$127.25 ,83.88,28515800.00,3,8,1999,1999Q1,129.38,9411.7,99.69,128234,1.73,4.81
3/15/1999,$129.94 ,$132.63 ,$129.50 ,84.08,23499000.00,3,15,1999,1999Q1,129.69,9411.7,98.89,128234,1.73,4.81
3/22/1999,$130.06 ,$130.59 ,$125.63 ,83.56,33397800.00,3,22,1999,1999Q1,128.56,9411.7,98.92,128234,1.73,4.81
3/29/1999,$129.16 ,$131.61 ,$128.13 ,84.06,26362500.00,3,29,1999,1999Q1,129.34,9411.7,100.36,128234,1.73,4.81
4/5/1999,$130.94 ,$135.50 ,$130.25 ,87.66,27695900.00,4,5,1999,1999Q2,134.88,9526.2,100.74,128234,1.73,4.81
4/12/1999,$133.47 ,$136.47 ,$131.00 ,85.49,47462500.00,4,12,1999,1999Q2,131.53,9526.2,99.8,128234,1.73,4.81
4/19/1999,$132.69 ,$136.75 ,$128.38 ,88.27,38799500.00,4,19,1999,1999Q2,135.81,9526.2,100.57,128234,1.73,4.81
4/26/1999,$136.50 ,$137.50 ,$131.50 ,86.6,35114200.00,4,26,1999,1999Q2,133.25,9526.2,101.02,128234,1.73,4.81
5/3/1999,$133.44 ,$135.84 ,$131.84 ,87.74,53439200.00,5,3,1999,1999Q2,135,9526.2,101.11,128234,1.73,4.81
5/10/1999,$134.84 ,$138.00 ,$131.50 ,86.95,39302300.00,5,10,1999,1999Q2,133.78,9526.2,99.73,128234,1.73,4.81
5/17/1999,$133.63 ,$135.59 ,$132.38 ,86.66,30627700.00,5,17,1999,1999Q2,133.34,9526.2,100.86,128234,1.73,4.81
5/24/1999,$133.84 ,$133.84 ,$128.00 ,84.62,59197700.00,5,24,1999,1999Q2,130.2,9526.2,101.4,128234,1.73,4.81
5/31/1999,$130.13 ,$133.36 ,$128.02 ,86.58,29551000.00,5,31,1999,1999Q2,133.22,9526.2,101.4,128234,1.73,4.81
6/7/1999,$133.44 ,$134.19 ,$129.09 ,84.37,37470000.00,6,7,1999,1999Q2,129.81,9526.2,103.11,128234,1.73,4.81
6/14/1999,$130.69 ,$135.56 ,$129.55 ,87.29,31428100.00,6,14,1999,1999Q2,134.31,9526.2,102.11,128234,1.73,4.81
6/21/1999,$134.47 ,$135.25 ,$130.66 ,85.86,33401900.00,6,21,1999,1999Q2,131.7,9526.2,102.9,128234,1.73,4.81
6/28/1999,$132.69 ,$139.50 ,$132.50 ,90.88,42553500.00,6,28,1999,1999Q2,139.41,9526.2,102.85,128234,1.73,4.81
7/5/1999,$139.25 ,$140.75 ,$138.52 ,91.59,24530100.00,7,5,1999,1999Q3,140.5,9686.6,103.92,128234,1.73,4.81
7/12/1999,$140.94 ,$142.16 ,$138.66 ,92.45,20926500.00,7,12,1999,1999Q3,141.81,9686.6,104.5,128234,1.73,4.81
7/19/1999,$142.19 ,$142.25 ,$135.13 ,88.49,28547900.00,7,19,1999,1999Q3,135.75,9686.6,102.92,128234,1.73,4.81
7/26/1999,$134.88 ,$137.31 ,$132.56 ,86.54,27952300.00,7,26,1999,1999Q3,132.75,9686.6,100.57,128234,1.73,4.81
8/2/1999,$132.75 ,$134.75 ,$128.84 ,84.99,35868500.00,8,2,1999,1999Q3,130.38,9686.6,99.84,128234,1.73,4.81
8/9/1999,$130.59 ,$133.25 ,$127.00 ,86.8,36257100.00,8,9,1999,1999Q3,133.16,9686.6,99.98,128234,1.73,4.81
8/16/1999,$133.13 ,$134.84 ,$131.69 ,87.29,23202300.00,8,16,1999,1999Q3,133.91,9686.6,100.63,128234,1.73,4.81
8/23/1999,$134.81 ,$138.78 ,$134.66 ,88.05,31492300.00,8,23,1999,1999Q3,135.06,9686.6,100.74,128234,1.73,4.81
8/30/1999,$135.34 ,$136.50 ,$130.66 ,88.64,43026700.00,8,30,1999,1999Q3,135.97,9686.6,100.94,128234,1.73,4.81
9/6/1999,$136.06 ,$136.63 ,$133.69 ,88.57,19832700.00,9,6,1999,1999Q3,135.88,9686.6,99.9,128234,1.73,4.81
9/13/1999,$135.13 ,$135.47 ,$130.31 ,87.19,36960900.00,9,13,1999,1999Q3,133.75,9686.6,100.38,128234,1.73,4.81
9/20/1999,$133.94 ,$134.00 ,$126.31 ,83.51,51145200.00,9,20,1999,1999Q3,127.75,9686.6,100.51,128234,1.73,4.81
9/27/1999,$128.75 ,$129.75 ,$125.56 ,83.98,44240000.00,9,27,1999,1999Q3,128.47,9686.6,99.69,128234,1.73,4.81
10/4/1999,$129.19 ,$133.88 ,$128.69 ,87.52,44835700.00,10,4,1999,1999Q4,133.88,9900.2,98.04,128234,1.73,4.81
10/11/1999,$133.59 ,$134.13 ,$124.50 ,81.63,48238300.00,10,11,1999,1999Q4,124.88,9900.2,98.77,128234,1.73,4.81
10/18/1999,$124.94 ,$131.22 ,$123.44 ,85.04,51326100.00,10,18,1999,1999Q4,130.09,9900.2,97.42,128234,1.73,4.81
10/25/1999,$129.31 ,$137.69 ,$127.81 ,89.56,41302200.00,10,25,1999,1999Q4,137,9900.2,98.34,128234,1.73,4.81
11/1/1999,$136.50 ,$139.11 ,$134.59 ,90.13,33084700.00,11,1,1999,1999Q4,137.88,9900.2,99.31,130466,2.62,5.42
11/8/1999,$137.00 ,$139.98 ,$136.08 ,91.36,32185500.00,11,8,1999,1999Q4,139.75,9900.2,100.35,130466,2.62,5.42
11/15/1999,$139.84 ,$143.00 ,$139.41 ,93.16,28514400.00,11,15,1999,1999Q4,142.5,9900.2,100.69,130466,2.62,5.42
11/22/1999,$142.44 ,$143.00 ,$140.00 ,92.46,16227000.00,11,22,1999,1999Q4,141.44,9900.2,100.66,130466,2.62,5.42
11/29/1999,$140.88 ,$145.34 ,$139.00 ,94.03,38754500.00,11,29,1999,1999Q4,143.84,9900.2,101.86,130466,2.62,5.42
12/6/1999,$143.53 ,$143.72 ,$139.38 ,92.75,30066500.00,12,6,1999,1999Q4,141.88,9900.2,101.13,130466,2.62,5.42
12/13/1999,$141.44 ,$143.31 ,$140.03 ,93.28,27459200.00,12,13,1999,1999Q4,142.69,9900.2,101.67,130466,2.62,5.42
12/20/1999,$142.56 ,$146.48 ,$141.09 ,95.99,23689200.00,12,20,1999,1999Q4,146.48,9900.2,101.85,130466,2.62,5.42
12/27/1999,$146.50 ,$147.56 ,$145.06 ,96.25,16590500.00,12,27,1999,1999Q4,146.88,9900.2,101.49,130466,2.62,5.42
1/3/2000,$148.25 ,$148.25 ,$137.25 ,95.51,42725700.00,1,3,2000,2000Q1,145.75,10002.2,100.22,130466,2.62,5.42
1/10/2000,$146.25 ,$147.47 ,$142.88 ,96.31,32748700.00,1,10,2000,2000Q1,146.97,10002.2,100.99,130466,2.62,5.42
1/17/2000,$145.34 ,$147.00 ,$143.81 ,94.65,24691300.00,1,17,2000,2000Q1,144.44,10002.2,102.05,130466,2.62,5.42
1/24/2000,$145.66 ,$145.84 ,$135.53 ,89.04,45836400.00,1,24,2000,2000Q1,135.88,10002.2,102.2,130466,2.62,5.42
1/31/2000,$135.81 ,$144.00 ,$135.00 ,93.45,38317400.00,1,31,2000,2000Q1,142.59,10002.2,105.13,130466,2.62,5.42
2/7/2000,$142.56 ,$144.56 ,$138.03 ,90.89,35834100.00,2,7,2000,2000Q1,138.69,10002.2,104.64,130466,2.62,5.42
2/14/2000,$139.78 ,$141.22 ,$134.63 ,88.67,45445900.00,2,14,2000,2000Q1,135.31,10002.2,104.72,130466,2.62,5.42
2/21/2000,$135.19 ,$137.47 ,$133.09 ,87.37,56469300.00,2,21,2000,2000Q1,133.33,10002.2,104.58,130466,2.62,5.42
2/28/2000,$133.38 ,$141.72 ,$132.72 ,92.48,48878800.00,2,28,2000,2000Q1,141.13,10002.2,105.27,130466,2.62,5.42
